Property ID,Region,Province,District,Locality,PostalCode,Street,Price,PriceType,PropertyType,PropertySubtype,BedroomCount,LivingArea,KitchenType,Furnished,Open_fire,SwimmingPool,Terrace_Area,Garden_Area,FacadeCount,FloorCount,ConstructionYear,StateBuilding,LandWidth,LandSurface,EPCScore,ScrapedURL,HasTerrace,HasGarden
11378373,Brussels,Brussels,Brussels,IXELLES,1050,,485000,residential_sale,APARTMENT,APARTMENT,3.0,142.0,,0,0,0,125.0,,,4.0,,,,,F,https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/11378373,1,0
20186059,Brussels,Brussels,Brussels,Anderlecht,1070,Demosthenesstraat,239000,residential_sale,APARTMENT,APARTMENT,2.0,97.0,,0,0,0,7.0,,2.0,2.0,1970.0,GOOD,,,G,https://www.immoweb.be/en/classified/apartment/for-sale/anderlecht/1070/20186059,1,0
20185892,Brussels,Brussels,Brussels,Etterbeek,1040,Avenue des Volontaires,275000,residential_sale,APARTMENT,APARTMENT,1.0,74.0,INSTALLED,0,0,0,2.0,,2.0,4.0,1952.0,GOOD,,,D,https://www.immoweb.be/en/classified/apartment/for-sale/etterbeek/1040/20185892,1,0
20185840,Brussels,Brussels,Brussels,Woluwe-Saint-Lambert,1200,Avenue Georges Henri,449000,residential_sale,APARTMENT,PENTHOUSE,2.0,110.0,SEMI_EQUIPPED,0,0,0,100.0,,3.0,6.0,1970.0,TO_BE_DONE_UP,,,F,https://www.immoweb.be/en/classified/penthouse/for-sale/woluwe-saint-lambert/1200/20185840,1,0
20185839,Brussels,Brussels,Brussels,Woluwe-Saint-Lambert,1200,Avenue Georges Henri,449000,residential_sale,APARTMENT,APARTMENT,2.0,110.0,SEMI_EQUIPPED,0,0,0,100.0,,3.0,5.0,1970.0,TO_BE_DONE_UP,,,F,https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-lambert/1200/20185839,1,0
20185565,Brussels,Brussels,Brussels,Anderlecht,1070,Rue des vétérinaires,450000,residential_sale,APARTMENT,APARTMENT,2.0,180.0,,0,0,0,,,2.0,,,GOOD,,,D,https://www.immoweb.be/en/classified/apartment/for-sale/anderlecht/1070/20185565,0,0
10971928,Brussels,Brussels,Brussels,Saint-Gilles,1060,Rue Fernand Bernier,249000,residential_sale,APARTMENT,APARTMENT,1.0,65.0,HYPER_EQUIPPED,0,0,0,,,2.0,4.0,1955.0,JUST_RENOVATED,,,D,https://www.immoweb.be/en/classified/apartment/for-sale/saint-gilles/1060/10971928,0,0
20185452,Brussels,Brussels,Brussels,Forest,1190,,250000,residential_sale,APARTMENT,APARTMENT,1.0,70.0,INSTALLED,0,0,0,15.0,93.0,2.0,3.0,1919.0,GOOD,,,F,https://www.immoweb.be/en/classified/apartment/for-sale/forest/1190/20185452,1,1
20185545,Brussels,Brussels,Brussels,Bruxelles2,1020,"Avenue Jean Palfyn, 28",229000,residential_sale,APARTMENT,APARTMENT,2.0,85.0,INSTALLED,0,0,0,,,2.0,4.0,1960.0,,,,C,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles2/1020/20185545,0,0
20237927,Flanders,West Flanders,Kortrijk,Deerlijk,8540,Waregemstraat,249000,residential_sale,APARTMENT,APARTMENT,1.0,85.0,INSTALLED,0,0,0,,,4.0,,2018.0,AS_NEW,,,B,https://www.immoweb.be/en/classified/apartment/for-sale/deerlijk/8540/20237927,0,0
